"ppntID","base1","base2","fuel1","fuel2","fueltype1","fueltype2","valuegap","whichtrial","sliderfeature","drawtime","responsetime"
"9119210",0.4438791973826426,0.5138639103728935,0.10540826050254615,0.07,"height","height",-0.01081806034326814,15,"fuel",1595540198443,1595540212532
"7339274",0.39787939448012954,0.7521473609566425,0.9838556651345103,0.81,"height","color",0.21778346607531635,9,"fuel",1595540189028,1595540193780
"9119210",0.47540692406138474,0.32,0.6371807069604187,0.9459848592641711,"height","height",-0.00020496500277644714,16,"base",1595540224050,1595540225835
"7339274",0.31874190853683815,0.52,0.7388641787883008,0.5601459014486403,"color","height",0.05576889025680637,10,"base",1595540198189,1595540202792
"9119210",0.99838496858851,0.837754146644369,0.04333268718314698,0.68,"color","height",0.526410116185969,17,"fuel",1595540227338,1595540236282
"7339274",0.3553796411112433,0.971278006257078,0.8370149197509722,0.64,"height","height",0.3241598622186734,11,"fuel",1595540207280,1595540212585
"7339274",0.3553796411112433,0.971278006257078,0.8370149197509722,0.53,"height","height",0.21731928153039476,11,"fuel",1595540214088,1595540215306
"9119210",0.99838496858851,0.837754146644369,0.04333268718314698,0.31,"color","height",0.21644108192755243,17,"fuel",1595540245182,1595540250771
"7339274",0.742685420591281,0.3692085652820396,0.046898317471203654,0.29,"height","color",0.07223978729566716,12,"fuel",1595540219078,1595540224676
"7339274",0.742685420591281,0.3692085652820396,0.046898317471203654,0.11,"height","color",0.005782245544900047,12,"fuel",1595540226179,1595540227357
"7339274",0.733464638343033,0.73,0.8599561851293542,0.9309858725016851,"color","height",0.048872234609473986,13,"base",1595540228860,1595540233820
"9119210",0.9866994410528866,0.5510700270841422,0.006258679960774893,0.65,"height","color",0.35202008158566694,18,"fuel",1595540260416,1595540272048
"7339274",0.048825986366567875,0.6497074402709833,0.6791375720957986,0.19,"color","height",0.09028485181531336,15,"fuel",1595540241206,1595540246870
"9119210",0.9866994410528866,0.5510700270841422,0.006258679960774893,0.25,"height","color",0.13159207075201007,18,"fuel",1595540276943,1595540278747
"9119210",0.9866994410528866,0.5510700270841422,0.006258679960774893,0.05,"height","color",0.021378065335181624,18,"fuel",1595540283177,1595540285107
"7339274",0.5109938679610182,0.1465245355830822,0.26319448126448064,0.64,"color","height",-0.04071506323415809,16,"fuel",1595540258467,1595540259970
"7339274",0.1251328595408141,0.25319452528876396,0.9923647076683817,0.56,"color","height",0.017611500583779166,17,"fuel",1595540267399,1595540268272
"7339274",0.7531183215737809,0.81,0.6302429297972216,0.4845861334290742,"height","color",-0.08213272939507565,18,"base",1595540276614,1595540277501
"812800",0.5134915976059586,0.11,0.17324007782626838,0.8116656993013023,"height","height",0.00032590259075208905,1,"base",1595540293156,1595540317819
"812800",0.039203480084762043,0.4526469628745169,0.5898262296342767,0.05,"height","height",-0.000490892703211801,3,"fuel",1595540347899,1595540360422
"812800",0.313386641121864,0.5532411105565822,0.0772911661657365,0.68,"color","height",0.3519819362254039,7,"fuel",1595540382707,1595540393182
"812800",0.313386641121864,0.5532411105565822,0.0772911661657365,0.42,"color","height",0.20813924748069249,7,"fuel",1595540394698,1595540402731
"812800",0.313386641121864,0.5532411105565822,0.0772911661657365,0.19,"color","height",0.0808937920526786,7,"fuel",1595540404234,1595540410877
"812800",0.313386641121864,0.5532411105565822,0.0772911661657365,0.06,"color","height",0.00897244768032291,7,"fuel",1595540412378,1595540419832
"7339274",0.39787939448012954,0.7521473609566425,0.9838556651345103,0.13,"height","color",-0.29367673937520056,9,"fuel",1595540180169,1595540187525
"9119210",0.47540692406138474,0.4,0.6371807069604187,0.9459848592641711,"height","height",0.07547382373835726,16,"base",1595540214034,1595540222546
"4701787",0.5400944432995327,0.37043413650125223,0.08732691136273374,0.4,"color","height",0.10100887502297756,1,"fuel",1595538397575,1595538404403
"4701787",0.5400944432995327,0.37043413650125223,0.08732691136273374,0.52,"color","height",0.14546097140312783,1,"fuel",1595538405908,1595538407957
"4701787",0.5400944432995327,0.37043413650125223,0.08732691136273374,0.5,"color","height",0.1380522886731028,1,"fuel",1595538409458,1595538410054
"4701787",0.5400944432995327,0.37043413650125223,0.08732691136273374,0.5,"color","height",0.1380522886731028,1,"fuel",1595538411556,1595538412144
"4701787",0.5400944432995327,0.37043413650125223,0.08732691136273374,0.46,"color","height",0.12323492321305271,1,"fuel",1595538413646,1595538417981
"4701787",0.5400944432995327,0.37043413650125223,0.08732691136273374,0.28,"color","height",0.056556778642827314,1,"fuel",1595538419483,1595538421682
"4701787",0.5400944432995327,0.37043413650125223,0.08732691136273374,0.44,"color","height",0.11582624048302767,1,"fuel",1595538423183,1595538428445
"4701787",0.5400944432995327,0.37043413650125223,0.08732691136273374,0.13,"color","height",0.0009916581676394712,1,"fuel",1595538429949,1595538440654
"4701787",0.2133608649586447,0.5975277279826301,0.3104364525274401,0.11,"height","color",-0.0005069399478585535,2,"fuel",1595538442156,1595538447874
"4701787",0.02103049816748581,0.05,0.8742171703439945,0.3524746301506607,"color","height",-0.0007614910913709694,3,"base",1595538449376,1595538456114
"4701787",0.1279883926066172,0.7389268922228811,0.5935732791220982,0.1,"height","height",-0.002077800666788171,4,"fuel",1595538457616,1595538468322
"4701787",0.4443574694777137,0.47291075737475574,0.9950781158978017,0.38,"height","color",-0.2624643057105911,7,"fuel",1595538471445,1595538473923
"4701787",0.4443574694777137,0.47291075737475574,0.9950781158978017,0.59,"height","color",-0.16315304666189245,7,"fuel",1595538475425,1595538479472
