"ppntID","base1","base2","fuel1","fuel2","fueltype1","fueltype2","valuegap","whichtrial","sliderfeature","drawtime","responsetime"
"7511857",0.8586872134359336,0.9105025928847451,0.3139908755177886,0.3,"color","height",0.0035308279227445616,1,"fuel",1595534924213,1595534955377
"7511857",0.7208501750527553,0.94,0.587734539375241,0.4489557930974233,"color","color",-0.0016501000816150913,2,"base",1595534956883,1595534965891
"7511857",0.7699516067145304,0.6438256956844937,0.04102886347598511,0.05,"height","height",0.0006010454292188355,3,"fuel",1595534967398,1595534974924
"7511857",0.44767943435881385,0.43610890448685125,0.002549171375123671,0.01,"height","color",0.003219877445569468,4,"fuel",1595534976433,1595534981498
"7511857",0.3741288048466098,0.17,0.6959784384874835,0.8825294063358203,"color","color",-0.1103555823132425,7,"base",1595534984752,1595534990254
"7511857",0.3741288048466098,0.48,0.6959784384874835,0.8825294063358203,"color","color",0.16322853365086176,7,"base",1595534991764,1595534993950
"7511857",0.3741288048466098,0.31,0.6959784384874835,0.8825294063358203,"color","color",0.013198534573772347,7,"base",1595534995457,1595534998007
"7511857",0.5935486580269901,0.6705250437772577,0.04622758891781087,0.04,"height","height",-0.0006173216148996873,8,"fuel",1595534999514,1595535004712
"7511857",0.36145179617339296,0.2763353534230727,0.5244087522624793,0.64,"color","height",-0.012693859243554456,9,"fuel",1595535006220,1595535010441
"7511857",0.7795414513373188,0.61,0.9623222215397582,0.9191844474961783,"height","color",-0.1894675482605871,10,"base",1595535011949,1595535019135
"7511857",0.7795414513373188,0.73,0.9623222215397582,0.9191844474961783,"height","color",-0.07916541456104575,10,"base",1595535020637,1595535023018
"7511857",0.7795414513373188,0.86,0.9623222215397582,0.9191844474961783,"height","color",0.04032856361345749,10,"base",1595535024527,1595535027544
"7511857",0.36963011585364747,0.5,0.1284935375464884,0.06178624974508773,"height","height",-0.016601956297209647,11,"base",1595535029049,1595535030844
"7511857",0.9511363805762735,0.7883166972461421,0.4290791393167348,0.5,"height","height",-0.013954430927430705,12,"fuel",1595535032349,1595535033563
"7511857",0.2612450870133275,0.7330476570761493,0.3194152972984904,0.5,"color","height",0.28307815140194265,13,"fuel",1595535035069,1595535036099
"7511857",0.2612450870133275,0.7330476570761493,0.3194152972984904,0.29,"color","height",0.12913814341595128,13,"fuel",1595535037605,1595535040782
"7511857",0.2612450870133275,0.7330476570761493,0.3194152972984904,0.11,"color","height",-0.0028104348577555754,13,"fuel",1595535042290,1595535045195
"7511857",0.4072747896867648,0.94256664120623,0.7956266818030893,0.29,"height","color",-0.05069436355072504,14,"fuel",1595535046698,1595535052690
"7511857",0.4072747896867648,0.94256664120623,0.7956266818030893,0.5,"height","color",0.1472446311025833,14,"fuel",1595535054193,1595535055999
"7511857",0.4072747896867648,0.94256664120623,0.7956266818030893,0.44,"height","color",0.09069063263020949,14,"fuel",1595535057504,1595535059184
"7511857",0.4072747896867648,0.94256664120623,0.7956266818030893,0.31,"height","color",-0.03184303072660044,14,"fuel",1595535060690,1595535062752
"7511857",0.4781895165358603,0.840599909449406,0.2014587297511835,0.28,"height","color",0.13903252206418673,15,"fuel",1595535064255,1595535067772
"7511857",0.4781895165358603,0.840599909449406,0.2014587297511835,0.09,"height","color",-0.020681460731200432,15,"fuel",1595535069275,1595535072112
"7511857",0.4605652546645246,0.6873103011464172,0.3818542306691015,0.23,"height","height",-0.017787421729164893,16,"fuel",1595535073616,1595535077160
"7511857",0.1433092384133513,0.5493169897703649,0.8884332468426837,0.22,"color","height",-0.006470954236645662,17,"fuel",1595535078665,1595535082370
"7511857",0.28848277918494525,0.2817912522914996,0.424977740101951,0.28,"height","color",-0.04369720891472828,18,"fuel",1595535083877,1595535087010
