"ppntID","base1","base2","fuel1","fuel2","fueltype1","fueltype2","choice_base","choice_fuel","choice_fueltype","questiontype","drawtime","responsetime"
"6041466",0.252932402612733,0.07293240261273297,0.4264058047879822,0.2964213815634962,"height","height",0.252932402612733,0.4264058047879822,"height","Which rocket has the best base?",1585077562923,1585077952429
"6041466",0.8722535954903536,0.8122535954903537,0.7238397466022439,0.8910906828881429,"color","color",0.8122535954903537,0.8910906828881429,"color","Which rocket has the best base?",1585077953934,1585077956845
"6041466",0.48543960718919194,0.7854396071891919,0.12975928228528932,0.5919662713547416,"color","height",0.7854396071891919,0.5919662713547416,"height","Which rocket has the best base?",1585077959848,1585077962499
"6041466",0.4909976965328664,0.4009976965328664,0.518070530347148,0.9137894142465948,"color","color",0.4909976965328664,0.518070530347148,"color","Which rocket has the best base?",1585077964002,1585077965813
"6041466",0.7743898395916582,0.8043898395916582,0.9071876227344995,0.01933818639298135,"color","color",0.8043898395916582,0.01933818639298135,"color","Which rocket has the best base?",1585077967315,1585077969239
"6041466",0.3886132864764922,0.23861328647649221,0.7408585332613671,0.07263964888512753,"height","color",0.3886132864764922,0.7408585332613671,"height","Which rocket has the best base?",1585077970743,1585077972149
"6041466",0.36267903132278323,0.09267903132278318,0.5941930904803838,0.11552827563385892,"height","height",0.36267903132278323,0.5941930904803838,"height","Which rocket has the best base?",1585077973651,1585077975885
"6041466",0.7326496281542931,0.49264962815429314,0.052530584949302295,0.03670955995459635,"color","height",0.7326496281542931,0.052530584949302295,"color","Which rocket has the best base?",1585077977387,1585078241790
"6041466",0.41888360719024864,0.5388836071902486,0.08413977913886339,0.20447538028344514,"height","color",0.5388836071902486,0.20447538028344514,"color","Which rocket has the best base?",1585078243293,1585078245766
"6041466",0.5319311133454774,0.3219311133454774,0.326836860632449,0.11054496056025176,"height","color",0.5319311133454774,0.326836860632449,"height","Which rocket has the best base?",1585078247270,1585078248511
"6041466",0.10923955148706876,0.7431367526418844,0.646967419960919,0.916967419960919,"color","height",0.7431367526418844,0.916967419960919,"height","Which rocket has the best fuel?",1585078251959,1585078257301
"6041466",0.8034471992913299,0.20163122375758902,0.5177423116408426,0.6677423116408426,"color","color",0.20163122375758902,0.6677423116408426,"color","Which rocket has the best fuel?",1585078258803,1585078260640
"6041466",0.09142049112524209,0.6169153125965063,0.350019844318105,0.6200198443181051,"height","height",0.6169153125965063,0.6200198443181051,"height","Which rocket has the best fuel?",1585078262150,1585078263992
"6041466",0.27859190308146187,0.9437159215774997,0.22040695729339735,0.25040695729339735,"height","color",0.9437159215774997,0.25040695729339735,"color","Which rocket has the best fuel?",1585078265496,1585078268521
"6041466",0.6919704467239765,0.6609770816661811,0.6769527319366455,0.3769527319366455,"height","color",0.6919704467239765,0.6769527319366455,"height","Which rocket has the best fuel?",1585078270027,1585078272065
"6041466",0.23000184715856875,0.7415210306783826,0.67331807340823,0.85331807340823,"color","color",0.7415210306783826,0.85331807340823,"color","Which rocket has the best fuel?",1585078273569,1585078276826
"6041466",0.7126285185788499,0.0669038009195515,0.7252740706560428,0.9952740706560428,"color","color",0.0669038009195515,0.9952740706560428,"color","Which rocket has the best fuel?",1585078278329,1585078281194
"6041466",0.6399228156443386,0.18115777935381616,0.3777913218704112,0.1677913218704112,"height","height",0.6399228156443386,0.3777913218704112,"height","Which rocket has the best fuel?",1585078282696,1585078285282
"6041466",0.053351145638237174,0.7433693351437141,0.31942873358463947,0.25942873358463947,"color","height",0.053351145638237174,0.31942873358463947,"color","Which rocket has the best fuel?",1585078286784,1585078289770
"6041466",0.13337562098451894,0.07696976395956057,0.3579506302793191,0.6579506302793191,"height","height",0.07696976395956057,0.6579506302793191,"height","Which rocket has the best fuel?",1585078291272,1585078296605
"6041466",0.5504946206637762,0.2559487244656695,0.24025759971302907,0.36025759971302906,"height","color",0.2559487244656695,0.36025759971302906,"color","Which rocket has the best fuel?",1585078298109,1585078300221
"6041466",0.3000465104470542,0.8066125867432454,0.20201376231079507,0.44201376231079503,"color","height",0.8066125867432454,0.44201376231079503,"height","Which rocket has the best fuel?",1585078301726,1585078303294
"6041466",0.8828739682252014,0.5052884365412367,0.5574484130938784,0.34744841309387836,"height","color",0.5052884365412367,0.34744841309387836,"color","Which rocket has the best fuel?",1585078304799,1585078306486
"6041466",0.748908089611517,0.13425827142704572,0.15892284683548055,0.36892284683548054,"color","color",0.13425827142704572,0.36892284683548054,"color","Which rocket has the best fuel?",1585078309493,1585078311966
"6041466",0.34911483458067694,0.8700737227572108,0.45127332127492,0.54127332127492,"color","color",0.8700737227572108,0.54127332127492,"color","Which rocket has the best fuel?",1585078313468,1585078314928
"6041466",0.9668154427752549,0.8736841960370565,0.647406752907907,0.7074067529079069,"color","color",0.8736841960370565,0.7074067529079069,"color","Which rocket has the best fuel?",1585078316431,1585078317806
"6041466",0.1700182092103102,0.03558021931091315,0.7866494181670355,0.9666494181670355,"height","height",0.03558021931091315,0.9666494181670355,"height","Which rocket has the best fuel?",1585078319307,1585078320886
"6041466",0.5032461094303671,0.11598611025740801,0.6396726777062883,0.8796726777062883,"color","color",0.11598611025740801,0.8796726777062883,"color","Which rocket has the best fuel?",1585078322388,1585078323656
"6041466",0.6517110479173078,0.9445129060698618,0.17987619514794012,0.11987619514794012,"height","height",0.6517110479173078,0.17987619514794012,"height","Which rocket has the best fuel?",1585078325160,1585078326849
"6041466",0.039909281959287446,0.785725515350844,0.8324203906653674,0.8624203906653675,"height","height",0.785725515350844,0.8624203906653675,"height","Which rocket has the best fuel?",1585078328354,1585078329880
