"ppntID","base1","base2","fuel1","fuel2","fueltype1","fueltype2","valuegap","whichtrial","sliderfeature","drawtime","responsetime"
"6041466",0.4901041398524977,0.7676791181805775,0.5342671955304754,0.14,"height","color",-0.154371487771589,15,"fuel",1585077498565,1585077504269
"6041466",0.4901041398524977,0.7676791181805775,0.5342671955304754,0.22,"height","color",-0.0929571583171428,15,"fuel",1585077505770,1585077511970
"6041466",0.4901041398524977,0.7676791181805775,0.5342671955304754,0.46,"height","color",0.09128583004619584,15,"fuel",1585077513471,1585077515322
"6041466",0.4901041398524977,0.7676791181805775,0.5342671955304754,0.29,"height","color",-0.039219620044502385,15,"fuel",1585077516823,1585077519109
"6041466",0.14222056958717277,0.22,0.7340058963613911,0.5687622437415356,"height","color",0.02073695696227748,16,"base",1585077520614,1585077530333
"6041466",0.6007210111581409,0.34,0.6077481097477386,0.8053000925385727,"color","height",-0.09128502755399565,17,"base",1585077531836,1585077537551
"6041466",0.6007210111581409,0.34,0.6077481097477386,0.8053000925385727,"color","height",-0.09128502755399565,16,"base",1585077531836,1585077537580
"6041466",0.6007210111581409,0.43,0.6077481097477386,0.8053000925385727,"color","height",-0.01880801922552411,17,"base",1585077539090,1585077543392
"6041466",0.9572011613307936,0.966542908950426,0.5875854162317686,0.66,"height","height",0.07548087710919449,18,"fuel",1585077544897,1585077552439
"6041466",0.9572011613307936,0.966542908950426,0.5875854162317686,0.5,"height","height",-0.07916598832287369,18,"fuel",1585077553942,1585077556281
"6041466",0.9572011613307936,0.966542908950426,0.5875854162317686,0.58,"height","height",-0.0018425556068396576,18,"fuel",1585077557784,1585077559393
"9596221",0.5922527823629942,0.7423432053509591,0.059179877639784495,0.05,"height","color",0.0020677130754840484,1,"fuel",1585079604990,1585079610847
"9596221",0.5024827710053921,0.6699904235776943,0.17903914453573244,0.14,"height","height",0.0038345738361274806,2,"fuel",1585079612355,1585079620182
"9596221",0.4951172686278533,0.48,0.7266858653626356,0.7474864104646202,"color","color",-0.0010012437857984113,3,"base",1585079621687,1585079632439
"9596221",0.06652068677432577,0.7952805876642652,0.7617819999657967,0.07,"color","height",0.004995379326454372,4,"fuel",1585079633943,1585079646701
"9596221",0.007749058398695885,0.6315812638193161,0.016540308245219792,0.03,"color","height",0.018819266100054844,7,"fuel",1585079649351,1585079661221
"9596221",0.8223287263864745,0.14,0.2986331948671266,0.7998998547871625,"height","color",-0.13358867512160527,8,"base",1585079662726,1585079668031
"9596221",0.8223287263864745,0.26,0.2986331948671266,0.7998998547871625,"height","color",-0.037600692547145764,8,"base",1585079669535,1585079671463
"9596221",0.0203277847296901,0.8647429785009502,0.0249977460594335,0.05,"height","height",0.04272900012442389,9,"fuel",1585079672966,1585079677831
"9596221",0.0203277847296901,0.8647429785009502,0.0249977460594335,0.05,"height","height",0.04272900012442389,9,"fuel",1585079672966,1585079677855
"9596221",0.5504582687508943,0.41,0.46841238964794574,0.3927502182926903,"color","height",-0.09681388356707454,11,"base",1585079679357,1585079685201
"9596221",0.5504582687508943,0.5,0.46841238964794574,0.3927502182926903,"color","height",-0.0614663639207324,11,"base",1585079686704,1585079688730
"9596221",0.5504582687508943,0.59,0.46841238964794574,0.3927502182926903,"color","height",-0.02611884427439029,11,"base",1585079690235,1585079692522
"9596221",0.755805023399226,0.27875050280342895,0.2051444587943203,0.43,"height","color",-0.035186496273788365,12,"fuel",1585079694025,1585079703635
"9596221",0.12703291211547119,0.22039827184240135,0.6728098248291086,0.55,"height","color",0.035750058165379045,13,"fuel",1585079705138,1585079709397
"9596221",0.0038800073378870703,0.5014805281900165,0.072439168153698,0.01,"height","height",0.0047337407779133815,14,"fuel",1585079710900,1585079717454
"9596221",0.141432961823738,0.14,0.8700719150743739,0.8462859551358699,"height","height",-0.004576814229598727,15,"base",1585079718957,1585079724354
"9596221",0.28148922929455034,0.8669533816640878,0.5285160397119637,0.46,"color","height",0.25002698287715175,16,"fuel",1585079725859,1585079733431
"9596221",0.28148922929455034,0.8669533816640878,0.5285160397119637,0.35,"color","height",0.15466211089410203,16,"fuel",1585079734936,1585079739018
"9596221",0.28148922929455034,0.8669533816640878,0.5285160397119637,0.16,"color","height",-0.010059031622074582,16,"fuel",1585079740529,1585079743927
"9596221",0.3729401750048058,0.9164624320040906,0.6380629976035508,0.31,"height","color",0.046144027930908854,17,"fuel",1585079745429,1585079751386
"9596221",0.3729401750048058,0.9164624320040906,0.6380629976035508,0.31,"height","color",0.046144027930908854,17,"fuel",1585079745429,1585079751418
