ppntID,base1,base2,fuel1,fuel2,fueltype1,fueltype2,choice_base,choice_fuel,choice_fueltype,questiontype,drawtime,responsetime
2,0.0965715836,0.3117851642,0.7521150649,0.9021150649,height,height,0.3117851642,0.9021150649,height,Which rocket has the best fuel?,1575341288967,1575341289106
2,0.2677601097,0.8061177666,0.2595142244,0.1695142244,height,height,0.8061177666,0.1695142244,height,Which rocket has the best fuel?,1575341290619,1575341290654
2,0.5156673034,0.1013454845,0.8507815004,0.7007815004,color,color,0.1013454845,0.7007815004,color,Which rocket has the best fuel?,1575341292161,1575341292203
2,0.6200249123,0.365151892,0.5124817639,0.4524817639,color,color,0.365151892,0.4524817639,color,Which rocket has the best fuel?,1575341293709,1575341293852
2,0.194175531,0.9648330558,0.6328743691,0.8728743691,color,color,0.9648330558,0.8728743691,color,Which rocket has the best fuel?,1575341295357,1575341295638
2,0.8644989013,0.9193213608,0.313826783,0.405125957,height,height,0.9193213608,0.405125957,height,Which rocket has the best distance?,1575341299044,1575341300380
2,0.6111056294,0.4201310091,0.3969608073,0.5809003039,height,color,0.4201310091,0.5809003039,color,Which rocket has the best distance?,1575341301886,1575341302502
2,0.5668627678,0.8685220263,0.1602474709,0.6177200257,height,color,0.8685220263,0.6177200257,color,Which rocket has the best distance?,1575341304003,1575341304227
2,0.9499954636,0.5961600867,0.8751052385,0.7089464904,color,color,0.5961600867,0.7089464904,color,Which rocket has the best distance?,1575341305732,1575341305762
2,0.3661046403,0.9533891129,0.9732896614,0.4903844195,color,height,0.9533891129,0.4903844195,height,Which rocket has the best distance?,1575341307268,1575341307481
2,0.6688355632,0.1311545626,0.8186562319,0.7785201243,color,color,0.1311545626,0.7785201243,color,Which rocket has the best distance?,1575341308988,1575341309045
2,0.0324028761,0.03086288,0.0359972267,0.5680870647,height,height,0.03086288,0.5680870647,height,Which rocket has the best distance?,1575341310549,1575341310758
2,0.9821526852,0.1830749009,0.6291054127,0.2744220626,color,color,0.1830749009,0.2744220626,color,Which rocket has the best distance?,1575341312262,1575341312486
2,0.7837609167,0.8739588044,0.2624319152,0.7751031285,height,height,0.8739588044,0.7751031285,height,Which rocket has the best distance?,1575341313990,1575341314000
2,0.4692414103,0.7910079959,0.5513241755,0.1443539108,height,height,0.7910079959,0.1443539108,height,Which rocket has the best distance?,1575341315504,1575341315521
2,0.6715046979,0.7490379346,0.7760905239,0.5316576833,height,height,0.7490379346,0.5316576833,height,Which rocket has the best distance?,1575341317037,1575341317942
2,0.7094927239,0.5846058817,0.4645539135,0.3108102249,color,color,0.5846058817,0.3108102249,color,Which rocket has the best distance?,1575341319447,1575341320748
2,0.6928950541,0.2323542328,0.546325983,0.0993716883,color,height,0.6928950541,0.546325983,color,Which rocket has the best distance?,1575341322254,1575341323346
